   yearmon         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142
    195711     2.581     0.000     0.000     0.000     2.581     0.000     0.000     0.000     0.000     0.000     2.581    46.137     0.000     0.000     0.000    46.137     0.000     0.000     0.000     0.000     0.000    46.137    22.398    13.499    15.686    16.439    22.004    20.427    19.334    13.022    14.081    16.936    22.398    25.701  -999.000  -999.000  -999.000    24.545  -999.000  -999.000  -999.000  -999.000  -999.000    25.701   145.490    19.712    18.987    19.336    14.497    70.557  5614.916  5043.130  4978.685  2637.114 17795.105   265.000    70.000  5073.300    15.205     4.464    17.667     2.662   167.000 26688.602  2281.405  2890.909   109.395   -13.152   -28.319    -0.053     0.101    -0.441    -0.275     0.154     0.134  -999.000    -0.300     0.276  -999.000     1.653     4.152     7.079    -5.084     4.464    10.931     3.000    20.000     7.000     0.538     1.026     0.385     0.981    -0.330     0.528    -0.459    -0.363     0.712    -0.078    -0.632     1.922    11.497     4.763    19.591    16.357    -0.081    -1.276    -1.468    -0.559     0.269     0.570     0.634    -0.319    -0.279    -0.392     4.000     3.000     0.000  2109.000    -1.600  -999.000     1.148    -0.320     0.560    10.110  -999.000  2592.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195712     1.027     0.000     0.000     0.000     1.027     0.000     0.000     0.000     0.000     0.000     1.027    12.870     0.000     0.000     0.000    12.870     0.000     0.000     0.000     0.000     0.000    12.870    18.800    15.227    14.758    14.971    17.815    14.093    14.775    12.512    14.414    14.358    18.800    19.904  -999.000  -999.000  -999.000    18.646  -999.000  -999.000  -999.000  -999.000  -999.000    19.904   142.613    19.548    19.986    18.499    17.244    73.354  6248.856  6192.909  5567.528  4178.309 21599.762    57.500    70.000  5032.709    16.442     1.819    16.354     0.629   138.500 26146.098  2180.068  2700.481   106.100    17.887   -34.427     0.144    -0.341    -0.401     0.232  -999.000     0.214    -0.135     0.378    -0.068  -999.000     2.441     5.295     7.064    -0.841     6.809    12.752    11.000    15.000     5.000     0.576     1.234     0.483     1.302    -0.253     0.624    -0.648    -0.366     0.856    -0.017    -0.668     0.047    10.546     3.677    17.803    14.236    -0.081    -0.047    -0.106    -0.623     0.451     0.808     0.714    -0.317    -0.117    -1.021     4.000     0.000     0.000  2394.000    -0.500  -999.000     1.248    -0.550     0.100     7.350  -999.000  2865.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195801     3.936     0.000     0.000     0.000     3.342     0.446     0.000     0.000     0.000     0.000     3.936    54.757     0.000     0.000     0.000    47.386     5.246     0.000     0.000     0.000     0.000    54.757    16.395    10.047    12.692    10.496    15.673    16.201    13.096    11.809    12.543    12.912    16.395    18.801  -999.000  -999.000  -999.000    17.937    17.912  -999.000  -999.000  -999.000  -999.000    18.801   131.352    18.087    19.677    17.466    16.988    70.546  4665.469  5721.493  3883.851  3351.366 17185.090   145.000    52.500  5081.645    11.129     2.536     9.976     2.749   144.000 25764.129  2107.559  2618.872    76.335   -21.860    -6.470    -0.473     0.337    -0.484    -0.034     0.232    -0.314    -0.634    -0.218    -0.011  -999.000    -0.065     3.816    10.367    -0.142     4.984     8.230    13.000     8.000    10.000     0.079     1.173     0.853     1.578    -0.243     0.593    -0.304    -0.144     0.921     0.075    -0.636     0.049    14.456     7.716    16.890    14.440    -0.048    -0.044    -0.142    -0.248     0.864     1.109     0.542    -0.055    -0.153    -1.448     4.000     1.000     0.000  2025.000    -3.100  -999.000     1.472     0.250     1.410     5.250     1.290  2515.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195802     0.676     0.000     0.676     0.000     0.000     0.000     0.150     0.376     0.000     0.676     0.000     7.561     0.000     7.561     0.000     0.000     0.000     1.606     4.274     0.000     7.561     0.000    13.879    10.853    13.879    11.803    13.134    13.162  -999.000    13.705    10.861    13.879    13.492    15.508  -999.000    15.508  -999.000  -999.000  -999.000    15.361    15.463  -999.000    15.508  -999.000     0.000    19.876    20.205    19.931    18.290    76.167  5504.909  5239.496  5139.318  4124.139 19518.971   255.000    67.500  5068.643    13.173     3.155    10.871     2.530   167.000 26041.359  2027.846  2527.936    89.759   -29.680    -9.804    -0.667     0.223     0.253    -0.338     0.050    -0.264    -0.521    -0.367    -0.030  -999.000    -2.244     2.445     1.363    -1.008     7.498    10.184    23.000     4.000     1.000     0.308     0.993     1.011     1.467    -0.172     0.575    -0.324    -0.206     0.923     0.511    -0.585     0.098    17.786    10.881    16.496    16.077     0.074     0.109    -0.048    -0.241     0.964     1.070     0.406    -0.084    -0.169    -1.548     2.000     0.000     0.000  1649.000    -0.800  -999.000     1.439     0.620     4.020     4.100     0.960  2122.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195803     1.713     0.000     0.000     0.000     1.713     0.000     0.000     0.000     0.000     0.000     1.713    20.935     0.000     0.000     0.000    20.935     0.000     0.000     0.000     0.000     0.000    20.935    15.659    12.021    13.286    11.447    15.725    11.813    14.649    12.448    14.567    13.937    15.659    17.627  -999.000  -999.000  -999.000    17.748  -999.000  -999.000  -999.000  -999.000  -999.000    17.627   124.200    19.602    19.283    20.259    20.040    76.996  5703.100  4238.285  3316.144  3571.573 16341.400    70.000    67.500  5103.581    10.735     2.941    12.828     1.934   142.500 25939.193  2220.780  2818.450    92.006   -16.332   -15.693    -1.062     0.152    -0.463     0.465     0.376     0.381  -999.000    -0.655     0.025  -999.000     0.024     3.868    -2.765     1.903     5.932     7.263    29.000     1.000     1.000     0.503     0.589     0.682     0.943    -0.242     0.374    -0.270    -0.320     0.617     0.773    -0.917     0.292    19.873    15.828    17.485    16.378     0.211     0.092     0.131    -0.216     0.703     0.708     0.211    -0.256     0.042    -1.017     3.000     0.000     0.000  1907.000     0.400  -999.000     1.320     0.250     7.130     4.270     0.290  2515.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195804     5.117     0.000     3.346     0.000     1.772     0.000     3.346     0.000     0.000     3.346     1.772    70.921     0.000    49.289     0.000    21.632     0.000    49.289     0.000     0.000    49.289    21.632    16.758    15.474    16.155    12.571    17.662    13.820    16.155    13.887    15.867    16.155    17.662    19.506  -999.000    19.368  -999.000    19.712  -999.000    19.368  -999.000  -999.000    19.368    19.712   125.988    18.648    19.712    17.001    16.218    69.756  4185.478  3714.303  3308.948  1888.302 12781.324   275.000    70.000  5098.067    10.655     3.846    12.903     5.290   151.500 26699.367  2376.727  3063.223   115.037    -4.980   -31.706     0.070     0.053    -0.147     0.253     0.078     0.198  -999.000    -0.018     0.337  -999.000     2.111     6.429    -2.825     2.876     6.799     6.568    21.000     1.000     8.000     0.718     0.331     0.440     0.529    -0.365     0.281    -0.169    -0.241     0.418     0.806    -1.042     0.390    23.230    26.436    16.570    14.571     0.210    -0.410    -0.197    -0.059     0.486     0.397     0.119    -0.182    -0.234    -0.751     3.000     1.000     0.000  1960.000     0.600  -999.000     0.987     1.060     8.230     1.980     0.140  2459.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195805     3.732     0.719     0.719     0.000     3.013     0.000     0.000     0.000     0.000     0.000     3.013    61.665     9.423     9.423     0.000    52.242     0.000     0.000     0.000     0.000     0.000    52.242    22.370    21.971    21.971    16.012    20.906    18.148    14.855    13.379    16.205    14.363    22.503    25.501    23.858    23.858  -999.000    24.114  -999.000  -999.000  -999.000  -999.000  -999.000    26.186   141.773    18.380    18.500    15.849    14.215    65.272  3257.618  3516.331  2437.238  2223.924 11157.034   242.500    80.000  5315.709    13.026     1.946    11.908     1.489   157.500 27154.193  2353.368  3043.903   106.393    -1.605   -30.072     0.050     0.188     0.099     0.499     0.087    -0.086  -999.000    -0.038     0.002  -999.000     1.286     5.898     2.183     3.905     8.912    10.077    31.000     0.000     0.000     0.367     0.193     0.333     0.427    -0.412     0.240    -0.343    -0.391     0.269     0.442    -1.284     1.576    19.190    24.685    17.945    13.876     0.075    -0.956    -0.471    -0.293     0.422     0.350     0.023    -0.256    -0.491    -0.991     3.000     2.000     0.000  1753.000    -0.800  -999.000     0.685     1.280     7.870    -4.710    -0.200  2186.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195806    29.769     6.210    20.704     0.000     5.465     3.889     9.487     4.144     0.000    14.782     9.786   606.739   154.893   423.314     0.000   131.751    68.942   189.206    62.511     0.000   274.151   208.098    23.695    22.994    23.136    25.950    23.369    25.018    25.674    19.592    16.690    23.153    24.564    29.201    28.515    29.280  -999.000    25.943    29.028    32.682    24.865  -999.000    29.550    29.074   144.547    18.379    17.410    18.390    16.992    69.530  2489.377  2183.769  2767.089  1896.999  9130.617   100.000    75.000  5397.200     7.710     2.562     8.160     3.206   132.500 28073.000  2427.695  3227.662    61.696    -8.988    -6.965    -0.326     0.724     0.023     0.406     0.287     0.614  -999.000     0.006     0.180  -999.000    -1.900     3.018     0.402     3.622     9.279    12.519    30.000     0.000     0.000     0.184     0.139     0.243     0.359    -0.444     0.213    -0.330    -0.326     0.186     0.361    -1.147     3.242    15.356    16.842    19.085    12.945    -0.008    -1.275    -0.882    -0.406     0.491     0.303    -0.004    -0.331    -0.716    -0.570  -999.000     3.000     1.000  1715.000     0.500  -999.000     0.841     1.330     7.320   -10.600    -0.330  2205.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195807    39.011     7.983    30.056     0.000     5.521     3.443    13.331     7.561     0.000    22.625     9.446  1180.887   249.790  1011.421     0.000   125.773    60.033   489.830   229.602     0.000   777.699   196.056    28.895    28.414    29.037    30.926    24.365    27.515    30.187    28.136    23.741    29.215    28.637    34.778    35.481    36.883  -999.000    27.309    28.993    38.055    36.761  -999.000    37.521    31.464   143.066    18.693    16.489    17.262    17.344    68.019  1845.509  2025.423  2323.372  2152.833  8150.963    15.000    70.000  5490.258     7.668     1.035     6.500     1.210   103.500 28355.678  2495.850  3359.898    30.790    -6.302   -27.162    -0.466    -0.454    -0.644     0.743     0.587     0.846  -999.000    -0.440     0.163  -999.000    -2.451     1.641    -3.630     2.019     9.757    11.744    30.000     0.000     1.000     0.313    -0.006     0.067     0.197    -0.392     0.016    -0.439    -0.378     0.060     0.086    -0.943     2.488    11.133     8.138    20.589    13.560    -0.119    -0.373    -0.253    -0.535     0.348     0.197    -0.006    -0.323    -0.683    -0.437  -999.000     7.000     2.000  1914.000     0.700  -999.000     0.700     0.890     5.030   -13.910    -0.900  2241.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195808    36.031     6.456    27.673     0.000     3.111     5.205    12.854     7.342     0.000    21.696     8.659   922.826   141.353   783.673     0.000    48.273    89.091   348.655   257.550     0.000   653.855   143.217    30.018    28.267    29.903    23.811    25.934    30.405    29.045    33.385    24.083    30.580    30.022    35.520    34.056    37.046  -999.000    29.426    33.521    37.483    40.076  -999.000    38.382    33.211   141.863    18.860    16.726    16.639    16.425    66.989  2247.202  2225.503  2577.045  2150.679  8982.049    82.500    72.500  5379.807     7.691     3.006     7.498     2.845   113.000 28478.354  2481.364  3308.595    51.145    -5.751    -8.593    -0.711     0.801    -0.391     0.481     0.632     0.365  -999.000    -0.055     0.492     0.357    -2.480     1.548     2.143     3.364    10.966    12.474    27.000     0.000     4.000    -0.296    -0.129    -0.175     0.019    -0.417     0.088    -0.176    -0.406    -0.166     0.010    -1.024     1.017     7.896     5.543    22.610    18.054    -0.095     0.167    -0.520    -0.234     0.203     0.019    -0.129    -0.320    -0.574    -0.190  -999.000     5.000     2.000  2002.000     1.500  -999.000     0.442     1.060     3.870   -15.590    -1.150  2370.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195809    21.354     1.261    13.889     0.000     3.395     4.070     7.467     4.604     0.000    12.770     7.465   380.254    14.971   263.747     0.000    61.199    55.308   133.882   102.900     0.000   250.400   116.507    28.058    25.027    27.382    26.526    27.666    30.424    28.084    28.061    25.213    27.808    28.919    31.903    27.294    32.100  -999.000    30.846    32.912    33.715    32.998  -999.000    33.010    31.653   139.807    19.164    18.429    17.658    16.449    69.783  3721.084  3764.753  3920.347  2611.091 13643.055   207.500    80.000  5274.700    11.150     5.000    12.332     3.693   116.500 28000.699  2515.733  3338.993    60.041    -2.157    14.878     0.130    -0.325     0.005    -0.389     0.189     0.901  -999.000     0.196     0.516    -0.415    -1.934     2.323    -3.060     2.525     9.426    10.250    13.000    14.000     3.000    -0.201    -0.460    -0.220    -0.279    -0.258    -0.144     0.099    -0.533    -0.334    -0.060    -0.995     0.388     8.102     5.760    23.624    21.437    -0.092    -1.265    -0.985     0.025     0.187    -0.095    -0.349    -0.352    -0.735     0.072     3.000     6.000     2.000  2012.000    -0.500  -999.000     0.188     0.290     3.660   -15.930    -1.360  2435.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195810     0.664     0.000     0.000     0.000     0.664     0.000     0.000     0.000     0.000     0.000     0.664     7.607     0.000     0.000     0.000     7.607     0.000     0.000     0.000     0.000     0.000     7.607    30.656    19.678    19.799    19.530    22.735    23.677    21.037    18.330    20.399    19.787    30.656    32.110  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000    32.110   163.207    19.602    18.853    17.971    15.890    70.496  4965.264  5323.116  4619.975  3035.963 17478.621   182.500    80.000  5096.226    13.882     2.496    15.114     1.832   131.000 27416.934  2428.676  3149.270    88.813     7.897     4.148     0.564    -0.050    -0.532     0.548    -0.262     0.401  -999.000     0.502     0.281  -999.000    -2.541     2.062     5.581     1.725     9.878    10.982    13.000     7.000    11.000    -0.136    -0.355    -0.046    -0.147    -0.239    -0.184    -0.299    -0.681    -0.205    -0.161    -0.863     0.905     9.515     4.653    22.977    19.517    -0.115    -0.293    -0.245    -0.277     0.443    -0.005    -0.296    -0.411    -0.774     0.590     4.000     3.000     0.000  1815.000     0.100  -999.000     0.213     0.010     1.950   -16.390    -1.220  2280.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195811     2.631     0.000     0.497     0.000     2.134     0.000     0.497     0.000     0.000     0.497     2.134    39.415     0.000     5.654     0.000    33.761     0.000     5.654     0.000     0.000     5.654    33.761    23.398    13.787    23.141    17.441    21.276    19.610    23.141    15.727    14.610    23.141    23.501    26.047  -999.000    24.759  -999.000    22.926  -999.000    24.759  -999.000  -999.000    24.759    26.562   149.111    19.767    19.712    19.288    11.810    68.599  5716.360  5784.510  5767.113  2271.226 19018.713   280.000    67.500  5073.933    14.213     4.379    17.279     3.996   138.000 26565.400  2356.839  2969.348    92.237     0.143     4.838     0.356     0.013    -0.476     0.237     0.058     0.195  -999.000     0.105     0.277  -999.000    -4.493     1.031     9.293    -0.677     8.342    11.818     1.000    18.000    11.000    -0.297    -0.053     0.108     0.158    -0.260    -0.001    -0.290    -0.707    -0.015    -0.131    -0.752     1.139     7.893     2.392    20.738    17.688    -0.028    -0.599    -0.532    -0.346     0.581     0.158    -0.053    -0.488    -0.568     0.625     2.000     3.000     0.000  1523.000    -0.700  -999.000     0.486    -0.180     1.510   -16.910    -0.420  2092.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195812     1.391     0.000     0.000     0.000     1.391     0.000     0.000     0.000     0.000     0.000     1.391    19.635     0.000     0.000     0.000    19.635     0.000     0.000     0.000     0.000     0.000    19.635    19.160    11.691    15.219    13.030    15.332    15.114    16.617    13.466    12.762    16.133    19.160    21.487  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000    21.487   154.680    19.438    19.358    19.241    19.712    75.771  5510.637  4843.792  5588.318  4079.465 19529.486    90.000    65.000  5093.193    15.493     2.844    16.276     3.137   158.000 26199.580  2219.536  2791.694    89.868   -10.691     5.649    -0.509     0.110     0.177    -0.352  -999.000    -0.416     0.040    -0.711    -0.233  -999.000    -5.534     0.838    13.605    -3.576     6.996     9.902    25.000     4.000     2.000    -0.508    -0.247     0.184     0.101    -0.265    -0.001    -0.336    -0.422    -0.102    -0.152    -0.438     0.144    10.799     3.530    19.197    15.909     0.025    -0.658    -0.604    -0.425     0.640     0.101    -0.247    -0.413    -0.005     0.420     3.000     2.000     0.000  1876.000    -1.000  -999.000     0.671     0.860     1.030   -18.960     0.160  2382.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195901     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    13.776    10.163    14.681    10.717    14.210    13.427    15.804    12.840    12.319    15.376    13.915  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    17.880    19.876    19.714    16.684    72.332  5126.754  3384.181  4629.228  3270.752 15994.225   135.000    50.000  5054.839    11.805     2.974    10.505     3.372   137.000 25536.000  2074.525  2561.128    73.627   -10.885     5.315    -0.768    -0.128    -0.552    -0.585     0.877    -0.697    -0.016    -0.392     0.150  -999.000    -6.646    -0.461    14.692     0.452     8.075    11.439    23.000     7.000     1.000    -0.769     0.002     0.282     0.462    -0.366     0.128    -0.620    -0.162     0.029    -0.006    -0.263     0.000    14.526     6.705    15.755    12.671     0.017     0.183    -0.119    -0.659     0.853     0.461    -0.183    -0.188     0.353    -0.154     3.000     0.000     0.000  2174.000    -1.500  -999.000     0.548     0.690     1.870   -20.060     0.300  2745.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195902     3.052     0.000     3.052     0.000     0.000     0.000     3.052     0.000     0.000     3.052     0.000    52.663     0.000    52.663     0.000     0.000     0.000    52.663     0.000     0.000    52.663     0.000    20.570    11.416    20.570    12.712    15.103    12.735    20.570    13.054    12.168    20.570    14.541    23.764  -999.000    23.764  -999.000  -999.000  -999.000    23.764  -999.000  -999.000    23.764  -999.000     0.000    20.259    19.500    20.150    14.233    72.008  6211.520  5535.399  8049.370  3644.401 22785.062    92.500    80.000  4944.964    10.508     3.873    11.995     2.253   149.000 26088.500  2002.821  2466.112    77.651    27.153   -16.214     0.860    -0.534    -0.311    -0.008     0.105     0.905     0.637     1.106     0.125  -999.000    -7.267    -1.367     5.788    -1.243     7.679    12.857     1.000    22.000     5.000    -0.289     0.011     0.181     0.404    -0.484     0.047    -0.010    -0.143     0.046     0.086    -0.303     0.242    17.906    11.596    15.459    12.116    -0.038     0.195     0.178     0.044     0.594     0.400    -0.151    -0.094    -0.004    -1.077     2.000     1.000     0.000  1431.000    -2.300  -999.000     0.796    -0.430     1.810   -17.240    -0.430  2079.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195903     3.897     0.000     2.941     0.000     0.516     0.293     2.502     0.147     0.000     2.941     0.956    56.132     0.000    45.257     0.000     6.019     3.163    39.676     1.754     0.000    45.257    10.875    18.289    12.011    18.589    14.526    15.730    18.734    18.471    19.151    13.786    18.589    17.888    20.508  -999.000    21.387  -999.000  -999.000    20.156    21.312    21.058  -999.000    21.387    19.238   167.907    19.767    19.712    19.986    16.747    74.077  4943.790  5589.597  6352.630  2978.866 19326.471    20.000    80.000  5049.161    10.858     3.793    13.090     2.264   164.000 26510.162  2211.129  2781.616    98.333     8.382    -6.094     0.338    -0.171     0.752    -0.272    -0.595     0.262  -999.000     0.807     0.101  -999.000    -4.766     0.298     6.954     0.549     9.310     9.557     2.000    11.000    18.000     0.324    -0.063     0.162     0.217    -0.439    -0.003     0.045    -0.262     0.072    -0.393    -0.089     0.868    20.879    18.278    15.283    12.320    -0.193     0.049     0.035     0.091     0.538     0.217    -0.063    -0.163    -0.219    -1.393     3.000     1.000     0.000  1857.000     2.100  -999.000     0.495    -0.950    -0.370   -14.020    -1.360  2292.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195904     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.903    14.062    13.911    15.056    16.556    14.768    15.740    10.696    15.025    13.681    16.043  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    18.043    17.469    18.215    15.650    67.609  3651.628  2955.901  3382.924  2301.250 11990.932   272.500    72.500  5175.733    12.946     3.218    14.551     2.619   128.000 26929.967  2347.215  3011.103   109.015     4.451   -33.873     0.021    -0.162     0.114    -0.108     0.120     0.068  -999.000    -0.331     0.207  -999.000    -2.563     0.758     3.686     1.454     8.559     9.891    22.000     0.000     8.000     0.198     0.033     0.185     0.148    -0.261     0.038    -0.145    -0.404     0.113    -0.451    -0.103     0.486    22.543    23.475    16.723    15.714    -0.251     0.569     0.262    -0.121     0.525     0.135    -0.026    -0.305    -0.351    -1.037     3.000     1.000     0.000  1633.000     0.700  -999.000     0.192    -0.020    -1.040    -9.270    -1.370  2106.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195905     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    16.550    18.054    16.296    18.864    17.414    15.231    15.465    13.570    14.618    14.694    16.662  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    18.336    19.338    17.627    12.150    65.667  3099.408  2648.238  2849.158  1519.550  9877.098   262.500    70.000  5293.032    10.160     4.925    11.590     5.919   163.000 27489.031  2359.359  3057.536    89.873    -4.138   -38.518     0.092     0.061    -0.541     0.153     0.307    -0.139  -999.000    -0.157     0.236  -999.000    -0.637     1.054     2.547     4.002    10.156    11.978    26.000     1.000     4.000    -0.130    -0.245     0.010    -0.067    -0.383    -0.067     0.263    -0.248    -0.128    -0.599    -0.529     0.000    20.218    26.010    17.820    15.893    -0.240    -0.011     0.029     0.296     0.476     0.031    -0.218    -0.232    -0.557    -0.537     3.000     0.000     0.000  1720.000     0.800  -999.000    -0.026     0.230    -0.810    -5.910    -1.030  2127.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195906    18.380     4.916    12.046     0.000     3.902     2.932     5.088     1.460     0.000     7.348     7.044   310.350   107.339   212.055     0.000    76.156    39.813    78.067    17.940     0.000   108.257   118.631    23.447    23.007    21.830    28.023    21.976    26.406    21.946    19.271    16.820    21.023    25.353    27.107    28.031    26.603  -999.000    24.751    28.134    27.014    22.894  -999.000    25.667    27.906   141.909    19.236    20.150    17.065    15.074    69.605  1959.575  2637.096  2676.924  2026.593  9044.485    17.500    77.500  5380.633     5.894     3.559     4.783     4.019   162.500 27850.199  2443.889  3223.151    64.818    -2.047   -16.248     0.208     0.415    -0.255    -0.159    -0.172     0.673  -999.000    -0.335     0.261  -999.000     1.027     0.563    -0.493     2.918     8.737    12.580    23.000     0.000     7.000    -0.428    -0.457    -0.430    -0.295    -0.402    -0.211    -0.451    -0.391    -0.443    -0.606    -0.693     0.371    14.240    14.155    19.482    16.007    -0.334    -0.318    -0.263    -0.518     0.163    -0.112    -0.339    -0.393    -0.479     0.073  -999.000     0.000     0.000  1687.000    -0.200  -999.000    -0.036     0.440    -0.870    -2.300    -0.030  2175.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195907    29.565     5.139    26.430     0.000     0.417     3.143    13.167     7.092     0.000    21.574     3.560   743.179   132.709   663.123     0.000     4.772    81.914   366.684   139.710     0.000   534.810    86.686    31.090    28.343    30.914  -999.000    26.698    33.243    32.472    31.520    24.331    31.663    31.607    37.085    33.333    37.300  -999.000    28.821    38.193    39.448    38.586  -999.000    38.540    35.850   130.318    19.878    14.984    14.519    12.818    60.531  1854.645  2092.716  2395.861  1631.792  7793.717   190.000    70.000  5467.097     5.688     3.104     4.551     3.367   111.000 28348.289  2494.170  3334.635    32.023     3.812   -29.029     0.156    -0.790    -0.705     0.685    -0.037     0.646  -999.000    -0.499     0.264  -999.000     3.348     1.007     3.533     2.060    10.846    13.451    19.000     0.000    12.000    -0.441    -0.754    -0.490    -0.647    -0.445    -0.418     0.021    -0.576    -0.612    -0.609    -0.631     0.367     9.561     6.012    22.565    19.860    -0.367     0.362     0.165     0.017     0.085    -0.345    -0.496    -0.515    -0.496    -0.186  -999.000     2.000     2.000  1496.000    -0.400  -999.000    -0.112    -0.500    -0.340     3.150    -0.090  2030.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
