   yearmon         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142
    199207    42.938    11.225    33.398     0.000     8.817     1.366    12.083     8.774     0.281    22.863    10.316  1214.072   320.388  1038.243     0.000   179.813    26.053   398.707   276.964     3.416   738.791   207.783    28.356    25.877    28.698    30.118    25.324    28.998    30.131    31.998    24.971    30.482    27.587    34.147    32.636    35.499  -999.000    29.614    32.036    36.952    38.426    26.395    37.622    31.643   117.358    16.925    17.073    18.268    14.788    65.184  1816.616  1979.930  2910.280  2328.515  8794.205     7.500    80.000  5397.484     7.959     1.824     6.154     1.507   159.500 28229.484  2541.528  3431.920    86.195    -0.300   -11.382     0.339    -0.173    -0.517     0.452     0.138     0.330  -999.000     0.424    -0.241  -999.000    -0.658     0.769    -1.473     2.637     6.370     9.263    27.000     0.000     4.000    -0.151     0.044     0.324     0.282    -0.257     0.113    -0.675    -0.007     0.135    -0.204    -0.619    -0.114    12.260    10.775    22.001    20.039    -0.423    -0.521    -0.497    -0.734     0.624     0.264    -0.069     0.059    -0.327    -0.309  -999.000     4.000     3.000   907.000    -1.000    39.100     1.048     1.900     0.680   -12.050     0.380  1322.000    -0.890    -0.720    -0.730  -999.000    10.700     7.180     3.000     0.500     2.500     0.300     9.300     6.200     4.800     0.000    16.610    12.520
    199208    49.266    15.374    39.185     0.000     6.186     4.128    12.746     9.552     0.000    24.439    10.711  1405.325   420.681  1225.295     0.000   125.364    80.628   380.474   371.228     0.000   824.935   214.369    29.987    27.039    29.296    30.732    32.389    31.918    29.589    34.067    27.013    31.194    31.431    36.338    34.057    36.502  -999.000    35.981    35.787    37.097    41.056  -999.000    38.631    36.044   136.948    17.501    16.553    16.079    15.152    63.516  2182.309  2854.576  2973.949  2870.317 10577.054   150.000    77.500  5330.129    10.548     3.456     8.240     4.246   120.000 28566.678  2601.038  3516.387    84.468     5.535   -10.213     0.335    -0.410     0.113     0.425     0.209     0.062  -999.000     0.076    -0.134     0.151     0.725     1.155     0.324     2.849     8.276     9.172    21.000     0.000    10.000    -0.195    -0.073     0.200     0.065    -0.130     0.053    -0.591    -0.259     0.024    -0.394    -0.671    -3.054     9.440     6.705    22.369    22.058    -0.582    -0.715    -0.569    -0.585     0.345     0.065    -0.073    -0.135    -0.618    -0.102  -999.000     8.000     2.000   692.000     0.600    46.800     0.580     1.440     0.080    -4.750     0.270  1221.000    -0.780    -0.660    -0.730  -999.000     7.960     5.370     2.100     0.100     2.000     0.100     0.000     0.000     0.000     0.000    18.230    14.110
    199209    12.751     3.787    12.271     0.000     0.206     0.476     6.198     1.667     0.000     8.841     0.682   211.093    61.582   203.129     0.000     2.258     6.782   106.717    23.888     0.000   148.317     9.039    27.934    25.403    27.896    25.295  -999.000    28.664    30.068    26.477    25.213    28.900    28.664    31.848    29.513    32.192  -999.000    27.810    30.994    34.631    30.178  -999.000    33.297    29.402   131.072    18.896    17.461    16.472    14.803    65.904  3099.168  3730.964  3711.638  1938.235 12162.072   202.500    75.000  5278.133     8.203     4.020     8.444     3.916   124.000 27910.533  2547.408  3386.855    90.718     0.872    -0.874     0.039    -0.308    -0.203    -0.393     0.052    -0.082  -999.000    -0.578     0.646    -0.482     1.385     1.364    -6.690     2.470     5.762     6.119    12.000     0.000    18.000     0.029    -0.105     0.112    -0.125    -0.021     0.035    -0.901    -0.339    -0.002    -0.379    -0.533    -3.323     9.023     6.362    22.977    22.248    -0.577    -0.601    -0.353    -0.929     0.209    -0.083    -0.055    -0.305    -0.544     0.315     3.000     5.000     2.000   765.000     0.100    53.100     0.497     0.830    -0.020     1.300     0.430  1168.000    -0.680    -0.540    -0.560  -999.000     7.590     5.380     4.800     1.200     3.600     0.700     0.900     0.200     0.900     0.000    18.470    14.070
    199210     0.069     0.000     0.000     0.000     0.069     0.000     0.000     0.000     0.000     0.000     0.069     0.700     0.000     0.000     0.000     0.700     0.000     0.000     0.000     0.000     0.000     0.700  -999.000    20.140    19.467    18.759    22.753    22.924    19.806    17.643    20.461    18.800  -999.000    27.607  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000    27.607     0.000    18.910    19.612    17.939    18.365    73.004  5033.896  5450.866  3876.965  4290.871 18183.041    97.500    72.500  5070.742    16.804     3.047    18.123     1.844   148.000 27344.162  2428.146  3177.201   102.740    -8.724    -0.821    -0.269    -0.086    -0.786     0.371     0.133     0.524  -999.000     0.523     0.058  -999.000     0.142     0.827     4.106     1.545     7.104     9.532    24.000     7.000     0.000     0.019    -0.372    -0.018    -0.338    -0.060    -0.108    -0.924    -0.255    -0.185    -0.349    -0.529    -1.975    12.615     7.706    22.293    22.107    -0.476    -0.401    -0.426    -0.955     0.280    -0.189    -0.237    -0.282    -0.376     0.924     2.000     7.000     0.000  1006.000    -2.300    44.200     0.641     0.930     0.060     3.940     0.030  1317.000    -0.560    -0.520    -0.500  -999.000     9.640     7.710    14.400     7.100     7.300     5.100    29.700    16.000    23.600     0.000    18.280    13.790
    199211     2.828     0.000     0.000     0.000     2.828     0.000     0.000     0.000     0.000     0.000     2.828    59.146     0.000     0.000     0.000    59.146     0.000     0.000     0.000     0.000     0.000    59.146    24.728    13.605    15.910    17.657    24.480    20.150    20.971    13.108    16.397    17.836    24.728    28.387  -999.000  -999.000  -999.000    26.718  -999.000  -999.000  -999.000  -999.000  -999.000    28.387   143.986    17.784    19.346    19.336    16.915    71.461  5431.703  5599.735  5265.060  3946.044 19709.811   290.000    65.000  5101.833    17.678     2.744    18.255     3.580   136.500 26398.102  2341.317  3048.123    99.847     7.614     3.447     0.218     0.273     0.160     0.318     0.044    -0.002  -999.000    -0.056    -0.095  -999.000     2.364     1.597     6.054    -1.722     4.491     6.650     9.000     4.000    17.000     0.022    -0.313     0.015    -0.104    -0.256    -0.048    -0.576    -0.228    -0.143    -0.388    -0.529     0.624    14.439     6.093    20.107    18.539    -0.431    -0.649    -0.638    -0.645     0.467     0.021    -0.272    -0.263    -0.025     1.076     4.000     3.000     0.000   970.000    -1.100    30.800     0.582     0.930    -0.710     6.330     0.400  1452.000    -0.420    -0.350    -0.270  -999.000    11.910     9.710    30.800    18.200    12.500    15.400    89.900    10.800    18.200    43.800    16.330    11.130
    199212     0.724     0.000     0.650     0.000     0.074     0.000     0.650     0.000     0.000     0.650     0.074     8.918     0.000     8.180     0.000     0.739     0.000     8.180     0.000     0.000     8.180     0.739    20.432    12.736    21.019    13.075    17.500    15.939    21.019    14.836    14.734    21.019    17.500    22.279  -999.000    23.235  -999.000    17.500  -999.000    23.235  -999.000  -999.000    23.235    17.500     0.000    19.602    18.912    19.826    15.945    72.204  5907.311  5254.349  6232.229  3551.266 20371.031    95.000    75.000  4972.484    13.859     3.301    14.194     2.701   150.000 26246.969  2192.986  2784.587    87.012    20.980    -2.894     0.258    -0.517    -0.166     0.166  -999.000     0.377     0.181     0.478    -0.058  -999.000     3.045     2.920    15.457    -1.727     5.990     9.663    10.000    13.000     8.000    -0.213    -0.297     0.253     0.041    -0.207    -0.048    -0.386    -0.422    -0.065    -0.387    -0.448     0.191    11.034     3.906    17.600    18.314    -0.336    -0.378    -0.329    -0.428     0.566     0.041    -0.297    -0.368    -0.260     1.087     3.000     0.000     0.000   901.000    -0.900    13.300     0.648     0.530    -1.340     8.190     0.930  1391.000    -0.240    -0.050     0.190  -999.000    13.530    11.680    41.600    25.500    16.100    21.200   285.100    75.300    72.200   117.600    11.330     6.060
    199301     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.264    11.576    14.573    13.582    15.846    11.856    16.958    21.751    12.464    17.689    14.238  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.657    19.610    19.493    16.061    72.741  5671.175  5406.295  6690.904  4733.621 21875.355   272.500    75.000  4899.129    15.887     2.864    13.200     2.850   147.000 26149.676  2035.724  2500.635    87.982    28.612   -34.861     0.681    -0.520     0.332     0.243    -0.705     0.736    -0.044     0.817    -0.559  -999.000     2.791     3.772     7.378     0.291     6.633     9.455     2.000    17.000    12.000    -0.023     0.048     0.364     0.238    -0.369     0.219     0.041    -0.197     0.168    -0.203    -0.323     0.191    12.178     5.691    14.652    13.978    -0.194     0.389     0.357     0.024     0.588     0.219    -0.047    -0.266     0.121     0.975     2.000     0.000     0.000   636.000    -1.500    23.500     0.687     0.050    -2.260     9.630     1.430  1210.000    -0.180     0.070     0.270  -999.000    15.200    12.890    42.800    27.000    15.800    22.100   312.000    98.100    48.500   117.600     4.670     2.460
    199302     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    13.752    10.891    12.506    14.733    14.668    12.709    14.284  -999.000    12.154    14.284    14.676  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.876    20.259    18.976    14.283    71.454  6312.877  5253.945  6031.000  3663.864 20710.242    55.000    77.500  4994.750    12.150     3.540    12.226     2.208   160.000 25750.643  2158.123  2734.188    54.547    -8.909     1.750     0.173     0.184    -0.273     0.004     0.574     0.454    -0.013     0.447    -0.054  -999.000     1.289     3.029     7.364    -3.045     6.684     9.575     4.000    20.000     4.000     0.343     0.436     0.182     0.388    -0.337     0.392    -0.082    -0.210     0.323    -0.309    -0.267     0.193    15.580     8.064    14.439    10.924    -0.188     0.019     0.188    -0.107     0.356     0.214     0.281    -0.242    -0.021     0.314     2.000     0.000     0.000   950.000    -1.200     9.700     0.974     0.190    -2.510    10.810     1.320  1426.000    -0.050     0.170     0.280  -999.000    15.850    13.580    40.900    25.100    15.900    20.500   259.300    88.500    50.700   110.500     2.560     1.330
    199303     0.954     0.000     0.000     0.000     0.954     0.000     0.000     0.000     0.000     0.000     0.954    11.648     0.000     0.000     0.000    11.648     0.000     0.000     0.000     0.000     0.000    11.648    18.167    13.239    13.436    12.451    15.556    13.835    13.949    12.090    13.802    13.636    18.167    20.177  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000    20.177   158.141    19.548    19.722    18.761    17.086    73.088  5278.346  5746.224  5510.985  3620.837 19596.562   140.000    80.000  4939.419    11.936     2.798    12.084     3.115   149.000 26132.387  2138.146  2707.272    90.125    -2.252   -13.512     0.485     0.090     0.381    -0.366    -0.112     0.017  -999.000     0.862    -0.038  -999.000     3.441     4.658    10.773    -1.080     7.439     8.069     2.000    16.000    13.000     0.498     0.390     0.179     0.380    -0.313     0.276    -0.216    -0.247     0.317    -0.322    -0.177     0.580    19.292    16.300    16.012    13.725    -0.286    -0.098     0.043    -0.257     0.214     0.224     0.238    -0.256    -0.182     0.168     2.000     1.000     0.000   850.000    -0.800    21.700     0.990     0.760    -3.140    11.360     1.250  1364.000     0.080     0.380     0.560  -999.000    15.980    13.740    35.700    21.800    13.900    17.900   172.200    81.800    39.200    57.400     4.230     2.180
    199304     4.368     0.000     0.000     0.000     4.368     0.000     0.000     0.000     0.224     0.000     4.368    57.448     0.000     0.000     0.000    57.448     0.000     0.000     0.000     2.483     0.000    57.448    17.051    12.625    12.732    13.574    16.142    15.437    12.919  -999.000    15.000    12.792    17.051    19.245  -999.000  -999.000  -999.000    18.131  -999.000  -999.000  -999.000    15.897  -999.000    19.245   115.537    17.476    20.043    16.851    16.147    68.698  3633.437  3932.317  3192.189  2235.958 12667.968    70.000    72.500  5142.533     9.544     2.725    10.908     2.397   157.000 26526.701  2342.192  3047.522   119.243   -12.793    -4.218     0.202     0.202    -0.272    -0.465     0.279     0.155  -999.000    -0.135     0.038  -999.000     5.852     7.381     4.853    -1.280     5.255     5.721    21.000     3.000     6.000     1.112     0.800     0.195     0.651    -0.319     0.380    -0.773    -0.188     0.590    -0.102    -0.045     0.438    21.896    25.264    16.773    13.968    -0.201    -0.376    -0.389    -0.788     0.171     0.331     0.540    -0.231     0.031     0.341     3.000     0.000     0.000   750.000    -1.900     5.400     1.417     1.210    -3.260    12.600     1.170  1159.000     0.230     0.610     0.810  -999.000    15.300    12.980    24.700    14.100    10.700    10.900    50.800    32.100    20.500     1.700     7.200     4.840
    199305    10.088     5.601     6.503     0.000     4.181     0.000     0.000     0.677     0.521     1.126     4.181   142.927    91.329   102.658     0.000    52.368     0.000     0.000     8.137     6.269    14.951    52.368    17.955    18.220    17.287    17.707    17.991    18.268    12.513    13.645    15.797    14.088    18.539    20.806    21.736    20.533  -999.000    20.556  -999.000  -999.000    15.514    17.659    16.311    21.141   111.056    17.710    19.514    16.032    13.259    64.730  3082.774  2853.948  1881.117  1499.332  9079.105    90.000    62.500  5326.064    10.222     4.439    12.823     4.136   162.000 27140.613  2434.731  3193.308   121.045   -17.362    16.143    -0.410     0.780    -0.448     0.302     0.182    -0.534  -999.000    -0.502     0.451  -999.000     5.572     7.661    -2.376     2.485     5.932     6.167    21.000     2.000     8.000     1.087     1.007     0.151     0.741    -0.530     0.553    -0.493     0.065     0.670     0.036    -0.228     0.436    21.303    28.395    17.696    14.353    -0.289    -1.147    -0.950    -0.430     0.024     0.338     0.711    -0.082     0.367     0.934     2.000     0.000     0.000   563.000    -0.600    19.700     2.019     2.130    -2.300    13.560     1.340  1124.000     0.000     0.320     0.420  -999.000    13.600    11.370    15.800     8.300     7.500     5.600    50.900    30.600    29.100     0.000    10.630     7.820
    199306    40.759    15.690    33.125     0.000     7.352     0.925     8.886     7.381     0.220    18.018     8.560   886.220   445.404   798.599     0.000   121.489    11.790   155.135   170.461     2.538   367.776   137.938    22.850    23.347    23.126    25.077    20.938    23.770    23.956    21.602    18.053    22.885    22.283    28.529    29.904    30.115  -999.000    24.411    25.182    30.631    30.006    19.387    30.258    25.640   117.065    17.921    20.205    18.210    15.791    70.207  1936.317  2679.349  2653.760  1964.357  9025.878   272.500    67.500  5404.433     8.390     3.524     6.832     2.808   164.000 27917.332  2504.990  3360.074   106.782    -3.650    14.778    -0.243     0.146    -0.102     0.109     0.151     0.252  -999.000    -0.455    -0.143  -999.000     3.638     6.585    -3.447     2.029     6.062     7.162    30.000     0.000     0.000     0.950     0.401     0.152     0.371    -0.394     0.321    -0.789     0.008     0.362    -0.049    -0.263    -0.310    15.758    18.058    19.959    19.021    -0.366    -0.385    -0.858    -0.722     0.000     0.211     0.252    -0.070     0.164     0.732  -999.000     1.000     1.000   507.000    -1.400    22.400     1.635     2.340    -0.880     6.550     1.020  1093.000    -0.470    -0.310    -0.290  -999.000    12.070     9.230     6.200     2.100     4.100     1.300    17.900    14.300    10.600     0.000    13.670    10.310
    199307    48.348    15.173    37.790     0.000     6.113     5.216    13.080     8.149     0.000    23.306    11.530  1387.210   494.437  1203.630     0.000   136.282   100.416   423.180   245.793     0.000   731.123   241.651    28.984    27.852    28.376    26.879    25.786    33.617    30.211    27.036    22.502    28.749    30.090    35.214    34.640    36.096  -999.000    28.964    37.478    37.680    36.901  -999.000    37.396    33.895   128.453    14.767    17.984    17.530    15.519    63.972  1536.809  1557.885  1769.995  1786.609  6490.504   120.000    75.000  5354.258     6.634     2.706     4.619     1.193   115.500 28601.195  2543.037  3420.416    80.659    -2.579    28.578    -0.721     0.012    -0.261     0.054     0.162    -0.139  -999.000    -0.284     0.165  -999.000     1.769     4.931     0.608     2.667     8.234     9.450    31.000     0.000     0.000     0.616     0.366     0.184     0.310    -0.202     0.303    -0.666    -0.086     0.320    -0.351    -0.001    -0.935    11.572    10.776    21.314    21.280    -0.522    -1.449    -1.207    -0.647     0.131     0.163     0.242    -0.120     0.284     0.408  -999.000     4.000     1.000   642.000    -1.300    25.900     1.206     2.350    -2.550     0.380     0.890   990.000    -0.660    -0.500    -0.400  -999.000     9.740     6.200     2.800     0.700     2.100     0.200     8.900     5.300     3.600     0.000    16.470    12.660
    199308    46.940    17.137    39.344     0.000     6.875     1.494    12.405     8.473     0.137    22.706     8.640  1213.702   466.579  1123.492     0.000   107.883    22.965   388.670   234.206     1.682   670.377   134.694    28.789    26.871    28.408    27.934    27.975    28.931    30.437    29.009  -999.000    29.631    29.768    34.941    34.039    36.069  -999.000    30.314    32.011    37.989    38.263    28.197    37.754    32.680   118.526    17.468    16.436    14.961    14.524    61.775  1754.516  2400.374  2459.627  1921.691  8324.146   237.500    77.500  5401.291     9.735     1.639     8.414     1.473   124.000 28484.031  2568.260  3457.626    94.092    -0.962     7.536    -0.140     0.181    -0.205     0.156     0.266     0.130  -999.000    -0.614    -0.102     0.128     0.516     4.229    -6.532     1.989     6.630     7.133    25.000     0.000     6.000     0.537     0.269     0.139     0.098    -0.208     0.132    -0.495    -0.225     0.246    -0.349    -0.016    -3.068     9.299     7.109    22.813    20.833    -0.426    -1.106    -1.503    -0.455     0.230    -0.009     0.230    -0.154     0.008    -0.023  -999.000     7.000     1.000   448.000    -1.600    40.600     1.050     2.690    -2.520    -1.200     0.520   937.000    -0.580    -0.470    -0.380  -999.000     7.390     4.680     2.300     0.300     2.000     0.100     3.500     2.400     1.200     0.000    17.870    13.870
    199309    30.335    10.292    25.392     0.000     5.386     0.204     7.908     6.363     0.000    15.388     5.591   608.984   204.753   515.668     0.000   110.157     2.146   175.951   117.276     0.000   315.345   112.303    27.366    24.131    27.049    26.128    28.028    27.500    28.792    31.005    23.477    29.259    28.071    31.899    29.306    32.009  -999.000    31.646    28.966    33.734    35.511  -999.000    34.023    31.403   133.780    18.372    16.374    17.386    18.619    68.928  3104.607  3361.516  4046.460  3026.903 13197.754   260.000    65.000  5329.933    12.103     3.433    12.550     2.592   170.000 27902.533  2564.802  3435.073   102.520     1.671     6.655    -0.053    -0.062    -0.296    -0.281     0.588     0.416  -999.000    -0.251     0.314    -0.476     1.551     5.277    -6.295     3.363     6.526     6.672    27.000     2.000     1.000     0.268     0.199     0.270     0.308    -0.238     0.197    -0.111    -0.243     0.235    -0.234     0.309    -3.287    10.078     7.926    23.063    22.438    -0.322    -1.627    -1.629    -0.134     0.425     0.228     0.075    -0.159    -0.305     0.014     3.000     5.000     3.000   265.000    -1.200    40.100     0.992     1.560    -2.640    -1.140     0.490   870.000    -0.290    -0.120     0.120  -999.000     6.540     4.530     4.300     1.100     3.200     0.700     6.700     2.300     4.400     0.000    18.750    14.650
    199310     8.811     0.000     3.341     0.000     5.470     0.000     3.058     0.000     0.000     3.341     5.470   174.115     0.000    54.807     0.000   119.308     0.000    51.334     0.000     0.000    54.807   119.308    25.092    18.408    23.990    20.293    23.622    17.285    23.792    19.725    19.641    23.990    25.671    29.350  -999.000    28.436  -999.000    27.462  -999.000    28.353  -999.000  -999.000    28.436    29.831   130.420    18.432    18.398    18.240    17.655    70.850  5358.078  4834.600  4530.733  3245.912 17530.805   107.500    72.500  5140.258    16.795     2.804    18.556     1.442   144.000 27221.484  2463.354  3204.644   134.753    -7.545     3.285    -0.191     0.000    -0.347     0.180     0.586     0.313  -999.000     0.198     0.247  -999.000    -1.193     4.051     0.704     1.063     6.099     7.488    17.000    14.000     0.000     0.505     0.232     0.098     0.241    -0.379     0.258    -0.488    -0.292     0.208    -0.212     0.372    -2.322    11.690     7.650    21.645    16.897    -0.408    -1.067    -1.030    -0.531     0.272     0.149     0.135    -0.212    -0.282    -0.033     4.000     5.000     0.000   597.000    -1.800    28.300     1.069     1.410    -3.220    -4.040     0.140  1003.000    -0.230    -0.070     0.100  -999.000     9.250     7.010    15.700     9.000     6.700     6.800    25.800    13.500     9.900     5.800    18.440    14.110
    199311     6.147     0.000     1.602     0.000     4.545     0.000     1.466     0.000     0.000     1.602     4.545   103.622     0.000    22.252     0.000    81.370     0.000    20.611     0.000     0.000    22.252    81.370    23.406    16.108    25.881    17.798    22.259    16.175    25.518    21.497    17.187    25.881    22.103    25.894  -999.000    26.962  -999.000    25.645  -999.000    26.604  -999.000  -999.000    26.962    25.276   123.070    19.931    17.929    19.224    15.722    70.831  5594.603  5462.293  6562.788  2301.596 19360.701   270.000    70.000  4982.267    10.623     5.697    14.575     5.264   147.500 26621.867  2344.910  2992.770   120.767    13.375     2.804     1.073    -0.058    -0.136     0.563    -0.217     0.226  -999.000     0.656     0.603  -999.000    -2.224     3.732     1.302     1.756     6.407     8.342     0.000     6.000    24.000     0.246     0.092     0.223     0.216    -0.095     0.213    -0.261    -0.073     0.162    -0.469     0.507    -0.046    13.410     7.113    21.002    22.129    -0.420    -1.263    -0.777    -0.272     0.291     0.180     0.005    -0.102    -0.197     0.106     3.000     2.000     1.000   352.000    -0.100    45.900     0.834     1.240    -5.270    -5.760    -0.020   959.000    -0.240    -0.150     0.020  -999.000    11.780     9.500    35.200    22.200    12.900    18.700   208.700    69.900    23.300    87.400    16.470    11.750
    199312     3.496     0.000     0.000     0.000     3.496     0.000     0.000     0.000     0.000     0.000     3.496    61.844     0.000     0.000     0.000    61.844     0.000     0.000     0.000     0.000     0.000    61.844    20.315    13.374    14.694    15.037    20.060    15.150    17.697    12.372    16.393    15.941    20.315    23.106  -999.000  -999.000  -999.000    22.580  -999.000  -999.000  -999.000  -999.000  -999.000    23.106   132.772    19.176    19.410    18.502    17.205    72.473  5811.578  5931.500  5395.319  4248.414 20866.863   120.000    65.000  5049.839    15.343     4.665    14.003     5.183   137.000 26038.871  2272.536  2851.982   127.900     6.329     5.814     0.321     0.203     0.077     0.254  -999.000    -0.102     0.021     0.035    -0.007  -999.000    -3.548     3.177    12.870    -0.608     9.304    10.487    18.000     0.000    13.000    -0.150     0.019     0.295     0.139    -0.122     0.130    -0.069    -0.063     0.112    -0.559     0.337     0.482    14.074     5.640    18.814    19.638    -0.411    -0.312    -0.391    -0.051     0.474     0.132    -0.037    -0.175    -0.088     0.750     5.000     3.000     0.000   534.000     0.300    26.800     0.589     1.070    -5.930    -6.000    -0.330  1048.000    -0.360    -0.360    -0.330  -999.000    13.580    11.440    40.100    25.700    14.400    21.800   235.900    54.100    54.900   130.500    11.090     6.540
    199401     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    15.186    12.871    15.858    13.431    15.686    13.452    17.600    26.215    15.268    18.596    15.057  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.022    18.309    18.460    15.899    69.919  5741.871  3741.649  5884.511  3939.947 18825.658   275.000    55.000  5047.032    15.070     3.241    12.968     5.046   138.500 25573.969  2122.507  2593.448   104.291    11.316     6.276    -0.103    -0.007    -0.083    -0.115     0.798    -0.659     0.293    -0.521     0.165  -999.000    -5.342     1.981    15.807     1.563     9.882    10.187    21.000     5.000     5.000    -0.123     0.061     0.212     0.095    -0.152     0.085     0.118    -0.038     0.102    -0.679     0.072     0.384    14.480     7.256    17.140    16.309    -0.373    -0.234    -0.258     0.121     0.398     0.071     0.023    -0.121     0.010     0.170     2.000     0.000     0.000   732.000    -0.200    33.500     0.353     1.210    -6.230    -7.640    -0.450  1150.000    -0.530    -0.570    -0.620  -999.000    14.940    12.840    41.000    25.300    15.700    21.300   220.600    63.100    38.800   119.700     5.280     3.300
    199402     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.875    12.218    15.737    12.882    14.650    13.563    19.271    19.449    13.994    18.867    14.388  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    20.259    20.259    20.259    20.040    78.629  6557.239  4360.318  7102.289  3987.498 21357.576   267.500    62.500  5035.714    10.393     6.180    11.635     4.757   148.000 25906.963  2004.201  2461.767    80.639     2.349    14.953     0.076    -0.470     0.221    -0.491     0.142     0.317     0.231    -0.019     0.430  -999.000    -4.985     1.779    15.324     2.639    10.905    10.811    13.000    12.000     3.000    -0.202    -0.076     0.109     0.147    -0.108    -0.007    -0.352    -0.166    -0.015    -0.625    -0.070     0.240    16.079     8.734    17.219    18.008    -0.383     0.005     0.123    -0.394     0.335     0.147    -0.076    -0.226    -0.225     0.186     3.000     0.000     0.000   443.000     0.400    44.700     0.182     0.590    -5.470    -9.840    -0.510   996.000    -0.530    -0.640    -0.600  -999.000    15.720    13.490    41.300    26.200    15.100    21.600   261.200   105.700    47.700   112.600     3.220     2.190
    199403     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.491    12.857    13.762    15.409    15.128    14.338    15.555    10.920    13.577    14.848    15.093  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    18.912    19.249    18.765    16.460    71.516  4617.273  5536.550  5775.229  4244.627 19670.230   280.000    80.000  4950.387    13.520     2.737     9.855     2.222   142.500 26218.031  2211.961  2796.751   115.150    16.637    -1.632     0.573     0.034     0.290    -0.226    -0.279    -0.282  -999.000     0.420    -0.117  -999.000    -4.628     2.239    12.042     3.027     8.466     8.826    10.000     2.000    19.000    -0.607    -0.272     0.183     0.209     0.004     0.023    -0.533    -0.341    -0.125    -0.630     0.052     0.193    20.174    15.052    18.206    18.502    -0.317     0.456     0.351    -0.558     0.562     0.209    -0.272    -0.275    -0.047     0.004     3.000     0.000     0.000   376.000    -1.100    41.300     0.157     0.800    -5.560   -11.290    -0.650   904.000    -0.450    -0.580    -0.400  -999.000    15.710    13.510    35.500    22.100    13.400    18.400   160.900    65.800    27.800    69.400     5.110     3.150
    199404     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.751    14.602    14.681    13.537    17.233    12.307    16.038    11.570    16.403    14.733    15.049  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    16.822    19.003    16.712    14.079    65.035  3430.669  3408.140  3340.881  2022.105 11913.534   167.500    80.000  5204.267    11.475     4.125    12.282     4.301   151.000 26699.400  2294.056  2956.029   116.997     2.757    -4.062     0.151    -0.105     0.013    -0.071     0.336    -0.173  -999.000    -0.203     0.175  -999.000    -3.039     3.680     7.595     2.572     8.112     9.249    15.000     2.000    13.000    -0.934    -0.312     0.278     0.332     0.049     0.037    -0.286    -0.156    -0.143    -0.506    -0.034    -0.097    23.220    24.762    19.475    19.834    -0.229     0.114    -0.053    -0.279     0.623     0.332    -0.312    -0.205     0.344    -0.137     1.000     1.000     0.000   277.000    -2.100    32.000     0.473     1.050    -4.920   -14.710    -0.650   791.000    -0.220    -0.350    -0.140  -999.000    15.070    12.870    26.200    14.900    11.300    11.900    38.300    24.200     8.000    10.200     7.700     5.400
